section,continent,country,group,supergroup/association,site,unit,shared?,name,intermediate detrital?,intermediate intrusive?,depositional?,height,depth,depth_adj,age,age_std,constraint type (with respect to section age),method,material,Reference,Include in sedimentation rate calculations?,Exclude?,notes
Wyloo Group Composite,Australia,Australia,Wyloo Group,Mount Bruce Supergroup,,June Hill volcanics,TRUE,June Hill Volcanics - Evans et al. 2003,FALSE,FALSE,FALSE,1234,,,1799,4,min,U-Pb SHRIMP,"zircons from clast-supported, non-welded pumice breccia-sandstone (rhyolitic to shyodacitic composition)",Evans et al. (2003),N,FALSE,
Hyypia Group,Europe,Finland,Raatevaara Group,,,Piippolanmaki Dyke,FALSE,Piippolanmaki Dyke,FALSE,FALSE,FALSE,0,,,2115,3,max,U-Pb,zircons from dike,Pekkarinen and Lukkarinen (1991),N,FALSE,"Dike is in underlying group, and described as terminating against and feeding a lava flow; in Karhu (1993), depicted as a maximum age constraint for the section (i.e., interpreted as depositional age due to association with lava)."
Hyypia Group,Europe,Finland,,,,,FALSE,Hyypia minimum,FALSE,FALSE,FALSE,233,,,1600,50,min,,,,N,FALSE,Nominal end-Paleoproterozoic minimum age (no minimum age constraint).
Kalkkimaa Quarry,Europe,Finland,Kivalo Group,Peräpohja Schist Belt,,Hirsimaa Formation,TRUE,Hirsimaa,FALSE,FALSE,FALSE,0,,,2106,4,max,U-Pb SHRIMP,zircons from volcanics (pyroclastic marker bed),Karhu et al. 2007,N,FALSE,Depositional age of underlying formation provides a maximum age for the section. No analytical details available; age only published in a conference abstract. 
Kalkkimaa Quarry,Europe,Finland,Paakkola Group,Peräpohja Schist Belt,,Väystäjä Formation,TRUE,Vaystaja,FALSE,FALSE,FALSE,76,,,2050,4,min,U-Pb ID-TIMS,zircons from felsic  volcanics,Perttunen and Vaasjoki (2001),N,FALSE,Depositional age of overlying formation provides a minimum age for the section. 
Karasjok Drill Core,Europe,Finland,,,Peurasuvanto,Madetkoski Formation,FALSE,Madetkoski Formation,FALSE,FALSE,FALSE,,98,,2526,23,max,U-Pb,zircons in Lower Lapponian felsic metavolcanic breccia,Pihlaja and Manninen (1988),N,FALSE,Age from the Lower Lapponian Group provides a maximum age for Middle/Upper Lapponian Group (included in this section).
Karasjok Drill Core,Europe,Finland,,,,Vesmajarvi Formation,FALSE,Vesmajarvi Formation,FALSE,FALSE,FALSE,,25,,2012,1.5,min,U-Pb,zircons from felsic porphyry (granite),Lehtonen et al. (1992),N,FALSE,"Age above the Upper Lapponian Group samples provides a minimum constraint for section (unclear if intrusive or depositional, but constraint with respect to section is the same)."
Kuusamo Schist Belt,Europe,Finland,Sodankylä Group,Kuusamo Schist Belt,,Kuntijärvi formation,FALSE,Kuntijärvi detrital,FALSE,FALSE,FALSE,0,,,2428,2,max,U-Pb ID-TIMS and LA-ICPMS,zircons from porphyry clast in conglomerate,Huhma et al. 2018,,FALSE,Detrital age from underlying unit provides a maximum age constraint for the section.
Kuusamo Schist Belt,Europe,Finland,Sodankylä Group,Kuusamo Schist Belt,,,FALSE,Sodankylä Group intrusive,FALSE,FALSE,FALSE,2.5,,,2223,14,min,U-Pb LA-ICP-MS,zircons from intrusive gabbro,Huhma et al. 2018,N,FALSE,"

Revised stratigraphy (Figure 39 of Huhma et al. 2018) indicates that samples from the Dolomite Formation are part of the Savukoski Group, while the lower groups of samples are from the Sodankylä Group. This intrusive age only applies to the Sodankylä Group. "
Kuusamo Schist Belt,Europe,Finland,Savukoski Group,Kuusamo Schist Belt,,Moskuvaara intrusive,FALSE,Moskuvaara gabbro,FALSE,FALSE,FALSE,5,,,2039,7,min,Sm-Nd,mafic intrusion cross-cutting the Savukoski Group,Huhma et al. 2018,N,FALSE,"Minimum age for all samples from the Savukoski Group and below. 

See discussion of minimum age constraints for this succession on pg. 167 of Martin et al. (2013b). An older age (2078 +\- 8 Ma, Silvennoinen 1991) for titanite previously was used to constrain the timing of the end-LJE, but the primary nature of this age has been called into question (Hanski et al. 2001). "
Laivonsaari,Europe,Finland,,,,,TRUE,Kuopio maximum,FALSE,FALSE,FALSE,0,,,2500,50,max,,,,N,FALSE,Nominal Archean basement age (no robust maximum geochronological age constraint); section excluded from inference
Louepalo Quarry,Europe,Finland,Kivalo Group,Peräpohja Schist Belt,,Hirsimaa Formation,TRUE,Hirsimaa,FALSE,FALSE,FALSE,0,,,2106,4,max,U-Pb SHRIMP,zircons from volcanics (pyroclastic marker bed),Karhu et al. 2007,N,FALSE,Depositional age of underlying formation provides a maximum age for the section. No analytical details available; age only published in a conference abstract. 
Louepalo Quarry,Europe,Finland,Paakkola Group,Peräpohja Schist Belt,,Väystäjä Formation,TRUE,Vaystaja,FALSE,FALSE,FALSE,63,,,2050,4,min,U-Pb ID-TIMS,zircons from felsic  volcanics,Perttunen and Vaasjoki (2001),N,FALSE,Depositional age of overlying formation provides a minimum age for the section. 
Lower Kivalo Group,Europe,Finland,,Peräpohja Schist Belt,,Elijärvi granite,FALSE,Elijärvi granite,FALSE,FALSE,FALSE,-1,,,2433,2,max,U-Pb ID-TIMS,zircons from gabbro,Perttunen and Vaasjoki (2001),N,FALSE,
Lower Kivalo Group,Europe,Finland,Kivalo Group,Peräpohja Schist Belt,,Runkaus Formation,FALSE,Runkaus,FALSE,TRUE,FALSE,1.5,,,2250,15,min for Runkaus and below,,titanite,Huhma et al. (1990),N,FALSE,"Age for secondary titanite; provides a minimum age for the Runkaus Formation, and thus for underlying sediments (including the Sompujarvi Formation), but  does not provide a maximum age for any overlying sediments."
Lower Kivalo Group,Europe,Finland,Kivalo Group,Peräpohja Schist Belt,,"Kuusivaara sill, Petäjäskoski Formation",FALSE,Kuusivaara sill,FALSE,TRUE,FALSE,2.5,,,2140,5.5,min for Petäjäskoski and below,,zircons from mafic sill,Kyläkoski et al. (2012),N,FALSE,"Age of sill intruding the Petäjäskoski Formation, which is above the Palokivalo Formation but below the Kvartsimaa Formation. "
Lower Kivalo Group,Europe,Finland,Kivalo Group,Peräpohja Schist Belt,,Hirsimaa Formation,TRUE,Hirsimaa,FALSE,FALSE,FALSE,3.5,,,2106,4,max,U-Pb SHRIMP,zircons from volcanics (pyroclastic marker bed),Karhu et al. 2007,N,FALSE,Depositional age of underlying formation provides a maximum age for the section. No analytical details available; age only published in a conference abstract. 
Petosenlampi,Europe,Finland,,,,,TRUE,Kuopio maximum,FALSE,FALSE,FALSE,0,,,2500,50,max,,,,N,FALSE,Nominal Archean basement age (no robust maximum geochronological age constraint); section excluded from inference
Rantamaa Formation -  Sulfur,Europe,Finland,Kivalo Group,Peräpohja Schist Belt,,Hirsimaa Formation,TRUE,Hirsimaa,FALSE,FALSE,FALSE,-1,,,2106,4,max,U-Pb SHRIMP,zircons from volcanics (pyroclastic marker bed),Karhu et al. 2007,N,FALSE,Depositional age of underlying formation provides a maximum age for the section. No analytical details available; age only published in a conference abstract. 
Rantamaa Formation -  Sulfur,Europe,Finland,Paakkola Group,Peräpohja Schist Belt,,Väystäjä Formation,TRUE,Vaystaja,FALSE,FALSE,FALSE,91,,,2050,4,min,U-Pb ID-TIMS,zircons from felsic  volcanics,Perttunen and Vaasjoki (2001),N,FALSE,Depositional age of overlying formation provides a minimum age for the section. 
Rantamaa Quarry,Europe,Finland,Kivalo Group,Peräpohja Schist Belt,,Hirsimaa Formation,TRUE,Hirsimaa,FALSE,FALSE,FALSE,0,,,2106,4,max,U-Pb SHRIMP,zircons from volcanics (pyroclastic marker bed),Karhu et al. 2007,N,FALSE,Depositional age of underlying formation provides a maximum age for the section. No analytical details available; age only published in a conference abstract. 
Rantamaa Quarry,Europe,Finland,Paakkola Group,Peräpohja Schist Belt,,Väystäjä Formation,TRUE,Vaystaja,FALSE,FALSE,FALSE,116,,,2050,4,min,U-Pb ID-TIMS,zircons from felsic  volcanics,Perttunen and Vaasjoki (2001),N,FALSE,Depositional age of overlying formation provides a minimum age for the section. 
Salla Schist Belt,Europe,Finland,,Salla Schist Belt,,Mafic dyke intruding the Salla Formation,FALSE,Salla Formation intrusive,FALSE,FALSE,FALSE,0,,,2383,16.5,max,,zircons from metadiabase sill,Manninen and Huhma (2001),N,FALSE,"Intrudes the Salla Formation and the Mantyvaara Formation, which are stratigraphically lower than all sampled units. Interpreted as the best age estimate for the dyke (and thus a minimum age for the Salla and Mantyvaara Formations). Using as  best available/most conservative maximum for overlying formations in the section; section is excluded from inference due to poor age constraints."
Salla Schist Belt,Europe,Finland,,,,,FALSE,Salla Schist Belt minimum,FALSE,FALSE,FALSE,4,,,1600,50,min,,,,N,FALSE,Nominal end-Paleoproterozoic minimum age (no minimum age constraint).
Väystäjä Formation,Europe,Finland,Paakkola Group,Peräpohja Schist Belt,,Väystäjä Formation,FALSE,Vaystaja (depositional),FALSE,FALSE,TRUE,,,,2050,4,depositional,,zircons from quartz-porphyry,Perttunen and Vaasjoki (2001),N,FALSE,"Authors note that ""the rock lies within mafic volcanic rocks of the Väystäjä Formation, but the stratigraphic setting is somewhat uncertain"". Interpreted as depositional/volcanic age for unit."
Väystäjä Formation,Europe,Finland,Paakkola Group,Peräpohja Schist Belt,,Väystäjä Formation,TRUE,Vaystaja,FALSE,FALSE,FALSE,0,,,2050,4,depositional/max,,zircons from quartz-porphyry,Perttunen and Vaasjoki (2001),N,FALSE,"Authors note that ""the rock lies within mafic volcanic rocks of the Väystäjä Formation, but the stratigraphic setting is somewhat uncertain"". Interpreted as depositional/volcanic age for unit. Using as both depositional age and maximum age, where the maximum age constraint is shared with the underlying Rantamaa Formation sections (where it provides a minimum age constraint). "
Väystäjä Formation,Europe,Finland,Paakkola Group,Peräpohja Schist Belt,,Väystäjä Formation,FALSE,Vaystaja (min),FALSE,FALSE,FALSE,2,,,2038,2,min,,,,N,FALSE,"Authors note that ""the rock lies within mafic volcanic rocks of the Väystäjä Formation, but the stratigraphic setting is somewhat uncertain"". Interpreted as depositional/volcanic age for unit.

Geochronological minimum age constraint not available. To avoid superposition issues, adopting conservative minimum constraint with mean age set to (depositional age -3sigma), with (sigma = 0.5 * measurement uncertainty). In practice, depositional age (from Perttunen and Vaasjoki 2001) will be enforced. "
Kvenvik Formation,Europe,Norway,,,,,TRUE,Raipais maximum,FALSE,FALSE,FALSE,0,,,2500,50,max,,,,N,FALSE,Nominal Archean basement age (no robust maximum age constraint).
Kvenvik Formation,Europe,Norway,,Raipais Supergroup,,"Kvenvik Formation, Member A",TRUE,Kvenvik lavas,FALSE,FALSE,FALSE,86,,,2146,2.5,min (depositional for Uppermost Dolostone),U-Pb SIMS,zircons from intrusive gabbro body,Melezhik et al. (2015b),N,FALSE,"Intrusive gabbro body (dated in the lower Kvenvik Formation, above the Lower Dolostone but below the Upper Dolostone) is co-magmatic with extrusive lavas at the top of the Kevnvik Formation (Member B), and thus provides a minimum age for the entire Kvenvik Formation. "
Kvenvik Formation,Europe,Norway,,Raipais Supergroup,,"Kvenvik Formation, Member A",FALSE,Kvenvik lavas (depositional),FALSE,FALSE,TRUE,,,,2146,2.5,depositional for Uppermost Dolostone,U-Pb SIMS,zircons from intrusive gabbro body,Melezhik et al. (2015b),N,FALSE,"Intrusive gabbro body (dated in the lower Kvenvik Formation, above the Lower Dolostone but below the Upper Dolostone) is co-magmatic with extrusive lavas at the top of the Kevnvik Formation (Member B), and thus provides a minimum age for the entire Kvenvik Formation. Melezhik et al. (2015b) states that ""being co-magmatic with tholeiitic basalts of Member B of the same formation, this date also constrains the deposition of the 13C-rich carbonates in the Uppermost dolostone unit which is sandwiched between such lavas"". Therefore, also provides a depositional age for samples in the Uppermost Dolostone. "
Storviknes Formation,Europe,Norway,,Raipais Supergroup,,"Kvenvik Formation, Member A",TRUE,Kvenvik lavas,FALSE,FALSE,FALSE,0,,,2146,2.5,max,U-Pb SIMS,zircons from intrusive gabbro body,Melezhik et al. (2015b),N,FALSE,"Age is interpreted as crystallization age for intrusive gabbro body and co-magmatic extrusive lavas at the top of the Kvenvik Formation (Member B). Given this interpretation, using as a maximum age for overlying Storviknes Formation."
Storviknes Formation,Europe,Norway,,,,,TRUE,Raipais minimum,FALSE,FALSE,FALSE,320,,,1600,50,min,,,,N,FALSE,Nominal end-Paleoproterozoic minimum age (no minimum age constraint).
4699,Europe,Russia,Karelia Group,Onega Basin,,Jangozero,TRUE,Jangozero,FALSE,FALSE,FALSE,,762,,1975.3,1.4,max,Pb-Pb ID-TIMS,lava flow,Martin et al. (2015),N,FALSE,Crystallization age for lava underlying the Tulomozero Formation. 
4699,Europe,Russia,Karelia Group,Onega Basin,,Suisari Formation,TRUE,Suisari,FALSE,FALSE,FALSE,,493,,1969,9,min,Re-Os TIMS,whole-rock peridotite and gabbro + primary mineral separates,Puchtel et al. (1999),N,FALSE,Crystallization age for overlying formation provides a minimum age for section. 
5177,Europe,Russia,Karelia Group,Onega Basin,,Jangozero,TRUE,Jangozero,FALSE,FALSE,FALSE,,800,,1975.3,1.4,max,Pb-Pb ID-TIMS,lava flow,Martin et al. (2015),N,FALSE,Crystallization age for lava underlying the Tulomozero Formation. 
5177,Europe,Russia,Karelia Group,Onega Basin,,Suisari Formation,TRUE,Suisari,FALSE,FALSE,FALSE,,334,,1969,9,min,Re-Os TIMS,whole-rock peridotite and gabbro + primary mineral separates,Puchtel et al. (1999),N,FALSE,Crystallization age for overlying formation provides a minimum age for section. 
12B_Crne2014,Europe,Russia,Karelia Group,Onega Basin,,Jangozero,TRUE,Jangozero,FALSE,FALSE,FALSE,,395,,1975.3,1.4,max,U-Pb ID-TIMS,lava flow,Martin et al. (2015),N,FALSE,Crystallization age for lava underlying the Tulomozero Formation. 
12B_Crne2014,Europe,Russia,Karelia Group,Onega Basin,,Suisari Formation,TRUE,Suisari,FALSE,FALSE,FALSE,,126,,1969,9,min,Re-Os TIMS,whole-rock peridotite and gabbro + primary mineral separates,Puchtel et al. (1999),N,FALSE,Crystallization age for overlying formation provides a minimum age for section. 
13A_Crne2014,Europe,Russia,Karelia Group,Onega Basin,,Jangozero,TRUE,Jangozero,FALSE,FALSE,FALSE,,145,,1975.3,1.4,max,U-Pb ID-TIMS,lava flow,Martin et al. (2015),N,FALSE,Crystallization age for lava underlying the Tulomozero Formation. 
13A_Crne2014,Europe,Russia,Karelia Group,Onega Basin,,Suisari Formation,TRUE,Suisari,FALSE,FALSE,FALSE,,57,,1969,9,min,Re-Os TIMS,whole-rock peridotite and gabbro + primary mineral separates,Puchtel et al. (1999),N,FALSE,Crystallization age for overlying formation provides a minimum age for section. 
FAR-DEEP_11A,Europe,Russia,Karelia Group,Onega Basin,,Jangozero,TRUE,Jangozero,FALSE,FALSE,FALSE,,432,,1975.3,1.4,max,Pb-Pb ID-TIMS,lava flow,Martin et al. (2015),N,FALSE,Crystallization age for lava underlying the Tulomozero Formation. 
FAR-DEEP_11A,Europe,Russia,Karelia Group,Onega Basin,,Suisari Formation,TRUE,Suisari,FALSE,FALSE,FALSE,,54,,1969,9,min,Re-Os TIMS,whole-rock peridotite and gabbro + primary mineral separates,Puchtel et al. (1999),N,FALSE,Crystallization age for overlying formation provides a minimum age for section. 
FAR-DEEP_12AB,Europe,Russia,Karelia Group,Onega Basin,,Jangozero,TRUE,Jangozero,FALSE,FALSE,FALSE,,250,,1975.3,1.4,max,U-Pb ID-TIMS,lava flow,Martin et al. (2015),N,FALSE,Crystallization age for lava underlying the Tulomozero Formation. 
FAR-DEEP_12AB,Europe,Russia,Karelia Group,Onega Basin,,Suisari Formation,TRUE,Suisari,FALSE,FALSE,FALSE,,1,,1969,9,min,Re-Os TIMS,whole-rock peridotite and gabbro + primary mineral separates,Puchtel et al. (1999),N,FALSE,Crystallization age for overlying formation provides a minimum age for section. 
FAR-DEEP_13A,Europe,Russia,Karelia Group,Onega Basin,,Jangozero,TRUE,Jangozero,FALSE,FALSE,FALSE,,73,,1975.3,1.4,max,Pb-Pb ID-TIMS,lava flow,Martin et al. (2015),N,FALSE,Crystallization age for lava underlying the Tulomozero Formation. 
FAR-DEEP_13A,Europe,Russia,Karelia Group,Onega Basin,,Suisari Formation,TRUE,Suisari,FALSE,FALSE,FALSE,,16,,1969,9,min,Re-Os TIMS,whole-rock peridotite and gabbro + primary mineral separates,Puchtel et al. (1999),N,FALSE,Crystallization age for overlying formation provides a minimum age for section. 
Imandra-Varzuga Greenstone Belt,Europe,Russia,Strelna Group,Imandra-Varzuga Greenstone Belt,,Pana Tundra Intrusion,FALSE,Pana Tundra Intrusion,FALSE,FALSE,FALSE,0,,,2501.5,0.85,max,U-Pb ID-TIMS,zircons,Amelin et al. (1995),N,FALSE,Intrudes the lower Kuksha Volcanic Formation and underlying units. 
Imandra-Varzuga Greenstone Belt,Europe,Russia,Strelna Group,Imandra-Varzuga Greenstone Belt,,Seidorechka Volcanic Formation,FALSE,Seidorechka Volcanic,FALSE,FALSE,FALSE,1.5,,,2442.2,0.85,,U-Pb ID-TIMS,baddeleyite,Amelin et al. (1995),N,FALSE,Age of magmatism in the Seidorechka Formation. 
Imandra-Varzuga Greenstone Belt,Europe,Russia,Varzuga Group,Imandra-Varzuga Greenstone Belt,ICDP FAR-DEEP Hole 3A,Polisarka Sedimentary Formation,FALSE,Polisarka Sedimentary tuff,FALSE,FALSE,FALSE,2.5,,,2434.8,3.3,,U-Pb ID-TIMS,zircons from tuff,Brasier et al. (2013),N,FALSE,"Eruption age for tuff in the upper Polisarka Sedimentary Formation. Dated tuff is stratigraphically above underlying carbonate and diamictite units in the same formation (approx. 100 meters above the top of the carbonate-bearing interval, and approx. 80 meters above the diamictites). Using total uncertainty (including decay constant uncertainty; 6.6 Myr) instead of analytical uncertainty (1.2 Myr). "
Imandra-Varzuga Greenstone Belt,Europe,Russia,Varzuga Group,Imandra-Varzuga Greenstone Belt,,Il'mozero Sedimentary Formation,FALSE,Il'mozero Sedimentary detrital,TRUE,FALSE,FALSE,4,,,2055.5,1.2,max for Il'mozera and above,U-Pb ID-TIMS,detrital zircons,Martin et al. (2013b),N,FALSE,"Carbonate samples from the Il'mozero Formation are approx. 50 meters above the dated sample. Melezhik et al. (2013b) interpret this detrital age as dating part of the underlying Umba Volcanic Formation volcanic rocks. Therefore, using as both a maximum age for overlying samples and a minimum age for underlying samples (alternative age constraints are not available)."
Imandra-Varzuga Greenstone Belt,Europe,Russia,,,,,FALSE,Imandra-Varzuga minimum,FALSE,FALSE,FALSE,14,,,1600,50,min,,,,N,FALSE,Nominal end-Paleoproterozoic minimum age (no minimum age constraint).
Kolosjoki - Drillcore 8A,Europe,Russia,,,,Kolosjoki Sedimentary Formation,TRUE,Kolosjoki Sedimentary DZ,FALSE,FALSE,FALSE,,43,,2058,3,max,U-Pb ID-TIMS,detrital zircons,Melezhik et al. (2007),N,FALSE,Provides a maximum age for overlying carbonates of the Kolosjiki Sedimentary Formation.
Kolosjoki - Drillcore 8A,Europe,Russia,,,,Pilgujarvi Sedimentary Formation,TRUE,Pilgujarvi Sedimentary,FALSE,FALSE,FALSE,,12,,2004,4.5,min,Re-Os,shale and sulfides,Hannah et al. (2006),N,FALSE,Depositional age for the stratigraphically higher Pilgujarvi Sedimentary Formation.
Kolosjoki - Drillcore 8B,Europe,Russia,,,,Kolosjoki Sedimentary Formation,TRUE,Kolosjoki Sedimentary DZ,FALSE,FALSE,FALSE,,196,,2058,3,max,U-Pb ID-TIMS,detrital zircons,Melezhik et al. (2007),N,FALSE,Provides a maximum age for overlying carbonates in the Kolosjoki Sedimentary Formation.
Kolosjoki - Drillcore 8B,Europe,Russia,,,Drillcore 8B,Kolosjoki Sedimentary Formation,TRUE,Kolosjoki Tuff,FALSE,FALSE,FALSE,,151.42,,2056.6,0.45,depositional,U-Pb ID-TIMS,mafic fine tuff,Martin et al. (2013b),N,FALSE,"Dated tuff sample is from 151.42 m in Drillcore 8B, and the base of the Kolosjoki Sedimentary Formation is at 322 meters. Using since age comes directly from this core."
Kolosjoki - Drillcore 8B,Europe,Russia,,,,Pilgujarvi Sedimentary Formation,TRUE,Pilgujarvi Sedimentary,FALSE,FALSE,FALSE,,53,,2004,4.5,min,Re-Os,shale and sulfides,Hannah et al. (2006),N,FALSE,Depositional age for the stratigraphically higher Pilgujarvi Sedimentary Formation.
Kolosjoki - Drillcore IX,Europe,Russia,,,,Kolosjoki Sedimentary Formation,TRUE,Kolosjoki Sedimentary DZ,FALSE,FALSE,FALSE,,197,,2058,3,max,U-Pb ID-TIMS,detrital zircons,Melezhik et al. (2007),N,FALSE,Provides a maximum age for overlying carbonates in the Kolosjoki Sedimentary Formation. 
Kolosjoki - Drillcore IX,Europe,Russia,,,,Pilgujarvi Sedimentary Formation,TRUE,Pilgujarvi Sedimentary,FALSE,FALSE,FALSE,,169,,2004,4.5,min,Re-Os,shale and sulfides,Hannah et al. (2006),N,FALSE,Depositional age for the stratigraphically higher Pilgujarvi Sedimentary Formation.
Kuetsjarvi - Drillcore 5A,Europe,Russia,,,,General'skaya Intrusion,TRUE,General'skaya Intrusion,FALSE,FALSE,FALSE,,92,,2505.1,0.8,max,U-Pb ID-TIMS,zircons in gabbronorite intrusion,Amelin et al. (1995),N,FALSE,Intrusion cross-cutting Archean basement provides a maximum age for the Pechenga Greenstone Belt. 95% confidence interval (1.6 Myr) reported in text.
Kuetsjarvi - Drillcore 5A,Europe,Russia,,,Drillcore 8B,Kolosjoki Sedimentary Formation,TRUE,Kolosjoki Tuff,FALSE,FALSE,FALSE,,24,,2056.6,0.45,min,U-Pb ID-TIMS,mafic fine tuff,Martin et al. (2013b),N,FALSE,"Tuff in the overlying Kolosjoki Sedimentary Formation provides a minimum age constraint for section. Note that the dated sample is from 151.42 m in FAR-DEEP Drillcore 8B, and the base of the Kolosjoki Sedimentary Formation is at 322 meters."
Kuetsjarvi - Drillcore X,Europe,Russia,,,,General'skaya Intrusion,TRUE,General'skaya Intrusion,FALSE,FALSE,FALSE,,388,,2505.1,0.8,max,U-Pb ID-TIMS,zircons in gabbronorite intrusion,Amelin et al. (1995),N,FALSE,Intrusion cross-cutting Archean basement provides a maximum age for the Pechenga Greenstone Belt. 95% confidence interval (1.6 Myr) reported in text.
Kuetsjarvi - Drillcore X,Europe,Russia,,,Drillcore 8B,Kolosjoki Sedimentary Formation,TRUE,Kolosjoki Tuff,FALSE,FALSE,FALSE,,267,,2056.6,0.45,min,U-Pb ID-TIMS,mafic fine tuff,Martin et al. (2013b),N,FALSE,"Tuff in the overlying Kolosjoki Sedimentary Formation provides a minimum age constraint for section. Note that the dated sample is from 151.42 m in FAR-DEEP Drillcore 8B, and the base of the Kolosjoki Sedimentary Formation is at 322 meters."
OnZap,Europe,Russia,Karelia Group,Onega Basin,,Jangozero,TRUE,Jangozero,FALSE,FALSE,FALSE,,103,,1975.3,1.4,max,U-Pb ID-TIMS,lava flow,Martin et al. (2015),N,FALSE,Crystallization age for lava underlying the Tulomozero Formation. 
OnZap,Europe,Russia,Karelia Group,Onega Basin,,Suisari Formation,TRUE,Suisari,FALSE,FALSE,FALSE,,0,,1969,9,min,Re-Os TIMS,whole-rock peridotite and gabbro + primary mineral separates,Puchtel et al. (1999),N,FALSE,Crystallization age for overlying formation proviees a minimum age for section. 
OPHC,Europe,Russia,Karelia Group,Onega Basin,,Jangozero,TRUE,Jangozero,FALSE,FALSE,FALSE,,2905,,1975.3,1.4,max,Pb-Pb ID-TIMS,lava flow,Martin et al. (2015),N,FALSE,Crystallization age for lava  underlying the Tulomozero Formation. 
OPHC,Europe,Russia,Karelia Group,Onega Basin,,Suisari Formation,TRUE,Suisari,FALSE,FALSE,FALSE,,1888,,1969,9,min,Re-Os TIMS,whole-rock peridotite and gabbro + primary mineral separates,Puchtel et al. (1999),N,FALSE,Crystallization age for overlying formation provides a minimum age for section. 
Pechenga Greenstone Belt Composite,Europe,Russia,,,,General'skaya Intrusion,TRUE,General'skaya Intrusion,FALSE,FALSE,FALSE,,388,,2505.1,0.8,max,U-Pb ID-TIMS,zircons in gabbronorite intrusion,Amelin et al. (1995),N,FALSE,Intrusion cross-cutting Archean basement provides a maximum age for the Pechenga Greenstone Belt. 95% confidence interval (1.6 Myr) reported in text.
Pechenga Greenstone Belt Composite,Europe,Russia,,,,Kolosjoki Sedimentary Formation,TRUE,Kolosjoki Sedimentary DZ,TRUE,FALSE,FALSE,,196,,2058,3,max for Kuetsjarvi Volcanic and above (incl. Kolosjoki),U-Pb ID-TIMS,detrital zircons,Melezhik et al. (2007),N,FALSE,Provides a maximum age for overlying carbonates in the Kolosjoki Sedimentary Formation.
Pechenga Greenstone Belt Composite,Europe,Russia,,,Drillcore 8B,Kolosjoki Sedimentary Formation,TRUE,Kolosjoki Tuff,FALSE,FALSE,FALSE,,151.42,,2056.6,0.45,depositional,U-Pb ID-TIMS,mafic fine tuff,Martin et al. (2013b),N,FALSE,"Dated tuff sample is from 151.42 m in Drillcore 8B, and the base of the Kolosjoki Sedimentary Formation is at 322 meters. Including since age is from same core as carbon isotope data. "
Pechenga Greenstone Belt Composite,Europe,Russia,,,,Pilgujarvi Sedimentary Formation,TRUE,Pilgujarvi Sedimentary,FALSE,FALSE,FALSE,,53,,2004,4.5,min,Re-Os,shale and sulfides,Hannah et al. (2006),N,FALSE,Depositional age for the stratigraphically higher Pilgujarvi Sedimentary Formation.
RG,Europe,Russia,Karelia Group,Onega Basin,,Jangozero,TRUE,Jangozero,FALSE,FALSE,FALSE,0,,,1975.3,1.4,max,Pb-Pb ID-TIMS,lava flow,Martin et al. (2015),N,FALSE,Crystallization age for lava underlying the Tulomozero Formation
RG,Europe,Russia,Karelia Group,Onega Basin,,Suisari Formation,TRUE,Suisari,FALSE,FALSE,FALSE,19,,,1969,9,min,Re-Os TIMS,whole-rock peridotite and gabbro + primary mineral separates,Puchtel et al. (1999),N,FALSE,Crystallization age for overlying formation provides a minimum age for section. 
SN,Europe,Russia,Karelia Group,Onega Basin,,Jangozero,TRUE,Jangozero,FALSE,FALSE,FALSE,0,,,1975.3,1.4,max,Pb-Pb ID-TIMS,lava flow,Martin et al. (2015),N,FALSE,Crystallization age for lava underlying the Tulomozero Formation. 
SN,Europe,Russia,Karelia Group,Onega Basin,,Suisari Formation,TRUE,Suisari,FALSE,FALSE,FALSE,31,,,1969,9,min,Re-Os TIMS,whole-rock peridotite and gabbro + primary mineral separates,Puchtel et al. (1999),N,FALSE,Crystallization age for overlying formation provides a minimum age for section. 
KGB,Europe,Sweden,Middle Group,Kalix Greenstone Belt,Trutskarsgrund,Lower Formation,FALSE,KGB Lower Formation (max),FALSE,FALSE,FALSE,0,,,2143,99,depositional (for top of the Lower Formation); max (for Upper Formation),Pb-Pb,whole-rock Pb-Pb; using age calculated for calcrete samples and the average values of stromatolite samples,Öhlander et al. (1992),N,FALSE,"Age is from the upper part of the Lower Formation at Trutskarsgrund. Since uncertainty is very large, using both as a depositional age for the upper carbonate members (III, V and VI) of the Lower Formation, and as a maximum age for the whole sequence. No alternative age constraints are available."
KGB,Europe,Sweden,Middle Group,Kalix Greenstone Belt,Trutskarsgrund,Lower Formation,FALSE,KGB Lower Formation (depositional),FALSE,FALSE,TRUE,,,,2143,99,depositional (for top of the Lower Formation); max (for Upper Formation),Pb-Pb,whole-rock Pb-Pb; using age calculated for calcrete samples and the average values of stromatolite samples,Öhlander et al. (1992),N,FALSE,"Age is from the upper part of the Lower Formation at Trutskarsgrund. Since uncertainty is very large, using both as a depositional age for the upper carbonate members (III, V and VI) of the Lower Formation, and as a maximum age for the whole sequence. No alternative age constraints are available."
KGB,Europe,Sweden,,Kalix Greenstone Belt,,Jörn Granites,FALSE,Jorn Granites,FALSE,FALSE,FALSE,770,,,1890,4,min,U-Pb ID-TIMS,zircons from intrusive granitoid,Wilson et al. (1987),N,FALSE,2-sigma uncertainty reported as +8/-7; using larger value.
